16.000000	11.000000	10.000000	16.000000	24.000000	40.000000	51.000000	61.000000
12.000000	12.000000	14.000000	19.000000	26.000000	58.000000	60.000000	55.000000
14.000000	13.000000	16.000000	24.000000	40.000000	57.000000	69.000000	56.000000
14.000000	17.000000	22.000000	29.000000	51.000000	87.000000	80.000000	62.000000
18.000000	22.000000	37.000000	56.000000	68.000000	109.000000	103.000000	77.000000
24.000000	35.000000	55.000000	64.000000	81.000000	104.000000	113.000000	92.000000
49.000000	64.000000	78.000000	87.000000	103.000000	121.000000	120.000000	101.000000
72.000000	92.000000	95.000000	98.000000	112.000000	100.000000	103.000000	99.000000

3688.000000	-952.392151	-84.756828	169.707718	-175.362488	50.129940	6.023485	-14.687719
-1099.857544	-7.260128	153.164398	19.033398	26.273695	15.649789	23.276613	-23.372757
183.421402	174.232407	42.234016	-89.179413	61.856808	-43.367363	-22.121326	17.996870
-14.797242	-111.444244	-4.061507	-1.651202	-11.410001	29.483290	17.329418	-12.159346
11.313733	45.277081	2.837296	5.886946	18.000000	-18.917566	4.236719	-10.366057
-3.950607	-14.154376	9.620419	10.069077	2.495768	-10.348802	0.369618	10.467470
-56.076210	25.330557	17.878672	-34.905807	31.744867	-4.768945	-24.234020	30.243439
47.272812	-6.786967	-13.199477	4.438512	10.921380	15.347109	-7.426376	-4.739871

14.812127	3.937127	-4.687870	-6.937867	-12.937865	-18.312862	-10.187865	11.812138
7.437134	1.562136	-4.062866	-7.312868	-14.312862	-3.687870	-4.562867	2.437133
5.312134	-1.562863	-6.187867	-6.437864	-4.437871	-8.812867	0.312131	-0.687866
-3.812861	-6.687863	-9.312863	-10.562869	-2.562868	12.062135	2.187132	-3.812871
-15.812865	-17.687859	-10.312863	0.437134	-1.562868	18.062132	9.187132	-4.812872
-19.562868	-14.437869	-2.062867	-1.312865	1.687135	3.312136	9.437133	0.437132
-13.937866	-4.812868	1.562132	2.312131	4.312133	0.937135	-2.937866	-9.937864
3.062129	17.187128	12.562133	7.312135	7.312132	-26.062862	-25.937862	-17.937862

